"Dwellings Location on Census Night","2111308","Visitors only",3
"Dwellings Location on Census Night","2111308","Other non-classifiable",4
"Dwellings Location on Census Night","2111308","Not applicable",12
"Dwellings Location on Census Night","2111309","One family household with only family members present",96
"Dwellings Location on Census Night","2111309","One family household with non-family members present",9
"Dwellings Location on Census Night","2111309","Two family household",0
"Dwellings Location on Census Night","2111309","Three or more family household",0
"Dwellings Location on Census Night","2111309","Lone person household",38
"Dwellings Location on Census Night","2111309","Group household",10
"Dwellings Location on Census Night","2111309","Visitors only",0
"Dwellings Location on Census Night","2111309","Other non-classifiable",8
"Dwellings Location on Census Night","2111309","Not applicable",12
"Dwellings Location on Census Night","2111310","One family household with only family members present",61
"Dwellings Location on Census Night","2111310","One family household with non-family members present",0
"Dwellings Location on Census Night","2111310","Two family household",4
"Dwellings Location on Census Night","2111310","Three or more family household",0
"Dwellings Location on Census Night","2111310","Lone person household",36
"Dwellings Location on Census Night","2111310","Group household",10
"Dwellings Location on Census Night","2111310","Visitors only",0
"Dwellings Location on Census Night","2111310","Other non-classifiable",3
"Dwellings Location on Census Night","2111310","Not applicable",13
"Dwellings Location on Census Night","2111311","One family household with only family members present",147
"Dwellings Location on Census Night","2111311","One family household with non-family members present",13
"Dwellings Location on Census Night","2111311","Two family household",0
"Dwellings Location on Census Night","2111311","Three or more family household",0
"Dwellings Location on Census Night","2111311","Lone person household",63
"Dwellings Location on Census Night","2111311","Group household",21
"Dwellings Location on Census Night","2111311","Visitors only",0
"Dwellings Location on Census Night","2111311","Other non-classifiable",9
"Dwellings Location on Census Night","2111311","Not applicable",38
"Dwellings Location on Census Night","2111312","One family household with only family members present",105
"Dwellings Location on Census Night","2111312","One family household with non-family members present",4
"Dwellings Location on Census Night","2111312","Two family household",4
"Dwellings Location on Census Night","2111312","Three or more family household",0
"Dwellings Location on Census Night","2111312","Lone person household",82
"Dwellings Location on Census Night","2111312","Group household",30
"Dwellings Location on Census Night","2111312","Visitors only",0
"Dwellings Location on Census Night","2111312","Other non-classifiable",20
"Dwellings Location on Census Night","2111312","Not applicable",18
"Dwellings Location on Census Night","2111313","One family household with only family members present",93
"Dwellings Location on Census Night","2111313","One family household with non-family members present",4
"Dwellings Location on Census Night","2111313","Two family household",3
"Dwellings Location on Census Night","2111313","Three or more family household",0
"Dwellings Location on Census Night","2111313","Lone person household",40
"Dwellings Location on Census Night","2111313","Group household",18
"Dwellings Location on Census Night","2111313","Visitors only",0
"Dwellings Location on Census Night","2111313","Other non-classifiable",4
"Dwellings Location on Census Night","2111313","Not applicable",33
"Dwellings Location on Census Night","2111314","One family household with only family members present",96
"Dwellings Location on Census Night","2111314","One family household with non-family members present",0
"Dwellings Location on Census Night","2111314","Two family household",0
"Dwellings Location on Census Night","2111314","Three or more family household",0
"Dwellings Location on Census Night","2111314","Lone person household",49
"Dwellings Location on Census Night","2111314","Group household",8
"Dwellings Location on Census Night","2111314","Visitors only",3
"Dwellings Location on Census Night","2111314","Other non-classifiable",12
"Dwellings Location on Census Night","2111314","Not applicable",7
"Dwellings Location on Census Night","2111315","One family household with only family members present",116
"Dwellings Location on Census Night","2111315","One family household with non-family members present",0
"Dwellings Location on Census Night","2111315","Two family household",0
"Dwellings Location on Census Night","2111315","Three or more family household",0
"Dwellings Location on Census Night","2111315","Lone person household",47
"Dwellings Location on Census Night","2111315","Group household",19
"Dwellings Location on Census Night","2111315","Visitors only",3
"Dwellings Location on Census Night","2111315","Other non-classifiable",10
"Dwellings Location on Census Night","2111315","Not applicable",23
"Dwellings Location on Census Night","2111316","One family household with only family members present",86
"Dwellings Location on Census Night","2111316","One family household with non-family members present",3
"Dwellings Location on Census Night","2111316","Two family household",0
"Dwellings Location on Census Night","2111316","Three or more family household",0
"Dwellings Location on Census Night","2111316","Lone person household",48
"Dwellings Location on Census Night","2111316","Group household",4
"Dwellings Location on Census Night","2111316","Visitors only",4
"Dwellings Location on Census Night","2111316","Other non-classifiable",21
"Dwellings Location on Census Night","2111316","Not applicable",7
"Dwellings Location on Census Night","2111317","One family household with only family members present",106
"Dwellings Location on Census Night","2111317","One family household with non-family members present",6
"Dwellings Location on Census Night","2111317","Two family household",0
"Dwellings Location on Census Night","2111317","Three or more family household",0
"Dwellings Location on Census Night","2111317","Lone person household",106
"Dwellings Location on Census Night","2111317","Group household",11
"Dwellings Location on Census Night","2111317","Visitors only",4
"Dwellings Location on Census Night","2111317","Other non-classifiable",35
"Dwellings Location on Census Night","2111317","Not applicable",13
"Dwellings Location on Census Night","2111318","One family household with only family members present",64
"Dwellings Location on Census Night","2111318","One family household with non-family members present",5
"Dwellings Location on Census Night","2111318","Two family household",0
"Dwellings Location on Census Night","2111318","Three or more family household",0
"Dwellings Location on Census Night","2111318","Lone person household",65
"Dwellings Location on Census Night","2111318","Group household",9
"Dwellings Location on Census Night","2111318","Visitors only",0
"Dwellings Location on Census Night","2111318","Other non-classifiable",38
"Dwellings Location on Census Night","2111318","Not applicable",7
"Dwellings Location on Census Night","2111319","One family household with only family members present",125
"Dwellings Location on Census Night","2111319","One family household with non-family members present",6
"Dwellings Location on Census Night","2111319","Two family household",0
"Dwellings Location on Census Night","2111319","Three or more family household",0
"Dwellings Location on Census Night","2111319","Lone person household",80
"Dwellings Location on Census Night","2111319","Group household",30
"Dwellings Location on Census Night","2111319","Visitors only",0
"Dwellings Location on Census Night","2111319","Other non-classifiable",5
"Dwellings Location on Census Night","2111319","Not applicable",22
"Dwellings Location on Census Night","2111320","One family household with only family members present",87
"Dwellings Location on Census Night","2111320","One family household with non-family members present",0
"Dwellings Location on Census Night","2111320","Two family household",0
"Dwellings Location on Census Night","2111320","Three or more family household",0
"Dwellings Location on Census Night","2111320","Lone person household",43
"Dwellings Location on Census Night","2111320","Group household",8
"Dwellings Location on Census Night","2111320","Visitors only",0
"Dwellings Location on Census Night","2111320","Other non-classifiable",13
"Dwellings Location on Census Night","2111320","Not applicable",13
"Dwellings Location on Census Night","2111321","One family household with only family members present",82
"Dwellings Location on Census Night","2111321","One family household with non-family members present",0
"Dwellings Location on Census Night","2111321","Two family household",0
"Dwellings Location on Census Night","2111321","Three or more family household",0
"Dwellings Location on Census Night","2111321","Lone person household",56
"Dwellings Location on Census Night","2111321","Group household",10
"Dwellings Location on Census Night","2111321","Visitors only",6
"Dwellings Location on Census Night","2111321","Other non-classifiable",49
"Dwellings Location on Census Night","2111321","Not applicable",13
"Dwellings Location on Census Night","2111322","One family household with only family members present",83
"Dwellings Location on Census Night","2111322","One family household with non-family members present",4
"Dwellings Location on Census Night","2111322","Two family household",0
"Dwellings Location on Census Night","2111322","Three or more family household",0
"Dwellings Location on Census Night","2111322","Lone person household",45
"Dwellings Location on Census Night","2111322","Group household",20
"Dwellings Location on Census Night","2111322","Visitors only",0
"Dwellings Location on Census Night","2111322","Other non-classifiable",4
"Dwellings Location on Census Night","2111322","Not applicable",22
"Dwellings Location on Census Night","2111323","One family household with only family members present",92
"Dwellings Location on Census Night","2111323","One family household with non-family members present",3
"Dwellings Location on Census Night","2111323","Two family household",0
"Dwellings Location on Census Night","2111323","Three or more family household",0
"Dwellings Location on Census Night","2111323","Lone person household",60
"Dwellings Location on Census Night","2111323","Group household",17
"Dwellings Location on Census Night","2111323","Visitors only",0
"Dwellings Location on Census Night","2111323","Other non-classifiable",5
"Dwellings Location on Census Night","2111323","Not applicable",14
"Dwellings Location on Census Night","2111324","One family household with only family members present",130
"Dwellings Location on Census Night","2111324","One family household with non-family members present",6
"Dwellings Location on Census Night","2111324","Two family household",0
"Dwellings Location on Census Night","2111324","Three or more family household",0
"Dwellings Location on Census Night","2111324","Lone person household",59
"Dwellings Location on Census Night","2111324","Group household",16
"Dwellings Location on Census Night","2111324","Visitors only",0
"Dwellings Location on Census Night","2111324","Other non-classifiable",8
"Dwellings Location on Census Night","2111324","Not applicable",30
"Dwellings Location on Census Night","2111325","One family household with only family members present",94
"Dwellings Location on Census Night","2111325","One family household with non-family members present",3
"Dwellings Location on Census Night","2111325","Two family household",0
"Dwellings Location on Census Night","2111325","Three or more family household",0
"Dwellings Location on Census Night","2111325","Lone person household",31
"Dwellings Location on Census Night","2111325","Group household",10
"Dwellings Location on Census Night","2111325","Visitors only",0
"Dwellings Location on Census Night","2111325","Other non-classifiable",5
"Dwellings Location on Census Night","2111325","Not applicable",11
"Dwellings Location on Census Night","2111326","One family household with only family members present",111
"Dwellings Location on Census Night","2111326","One family household with non-family members present",0
"Dwellings Location on Census Night","2111326","Two family household",0
"Dwellings Location on Census Night","2111326","Three or more family household",0
"Dwellings Location on Census Night","2111326","Lone person household",49
"Dwellings Location on Census Night","2111326","Group household",26
"Dwellings Location on Census Night","2111326","Visitors only",0
"Dwellings Location on Census Night","2111326","Other non-classifiable",10
"Dwellings Location on Census Night","2111326","Not applicable",22
"Dwellings Location on Census Night","2111327","One family household with only family members present",136
"Dwellings Location on Census Night","2111327","One family household with non-family members present",3
"Dwellings Location on Census Night","2111327","Two family household",3
"Dwellings Location on Census Night","2111327","Three or more family household",0
"Dwellings Location on Census Night","2111327","Lone person household",55
"Dwellings Location on Census Night","2111327","Group household",16
"Dwellings Location on Census Night","2111327","Visitors only",0
"Dwellings Location on Census Night","2111327","Other non-classifiable",8
"Dwellings Location on Census Night","2111327","Not applicable",19
"Dwellings Location on Census Night","2111328","One family household with only family members present",98
"Dwellings Location on Census Night","2111328","One family household with non-family members present",0
"Dwellings Location on Census Night","2111328","Two family household",0
"Dwellings Location on Census Night","2111328","Three or more family household",0
"Dwellings Location on Census Night","2111328","Lone person household",60
"Dwellings Location on Census Night","2111328","Group household",9
"Dwellings Location on Census Night","2111328","Visitors only",0
"Dwellings Location on Census Night","2111328","Other non-classifiable",7
"Dwellings Location on Census Night","2111328","Not applicable",21
"Dwellings Location on Census Night","2111329","One family household with only family members present",58
"Dwellings Location on Census Night","2111329","One family household with non-family members present",0
"Dwellings Location on Census Night","2111329","Two family household",0
"Dwellings Location on Census Night","2111329","Three or more family household",0
"Dwellings Location on Census Night","2111329","Lone person household",9
"Dwellings Location on Census Night","2111329","Group household",4
"Dwellings Location on Census Night","2111329","Visitors only",0
"Dwellings Location on Census Night","2111329","Other non-classifiable",5
"Dwellings Location on Census Night","2111329","Not applicable",8
"Dwellings Location on Census Night","2111330","One family household with only family members present",82
"Dwellings Location on Census Night","2111330","One family household with non-family members present",0
"Dwellings Location on Census Night","2111330","Two family household",0
"Dwellings Location on Census Night","2111330","Three or more family household",0
"Dwellings Location on Census Night","2111330","Lone person household",33
"Dwellings Location on Census Night","2111330","Group household",14
"Dwellings Location on Census Night","2111330","Visitors only",0
"Dwellings Location on Census Night","2111330","Other non-classifiable",4
"Dwellings Location on Census Night","2111330","Not applicable",16
"Dwellings Location on Census Night","2111331","One family household with only family members present",77
"Dwellings Location on Census Night","2111331","One family household with non-family members present",9
"Dwellings Location on Census Night","2111331","Two family household",0
"Dwellings Location on Census Night","2111331","Three or more family household",0
"Dwellings Location on Census Night","2111331","Lone person household",39
"Dwellings Location on Census Night","2111331","Group household",12
"Dwellings Location on Census Night","2111331","Visitors only",3
"Dwellings Location on Census Night","2111331","Other non-classifiable",0
"Dwellings Location on Census Night","2111331","Not applicable",15
"Dwellings Location on Census Night","2111332","One family household with only family members present",46
"Dwellings Location on Census Night","2111332","One family household with non-family members present",0
"Dwellings Location on Census Night","2111332","Two family household",0
"Dwellings Location on Census Night","2111332","Three or more family household",0
"Dwellings Location on Census Night","2111332","Lone person household",27
"Dwellings Location on Census Night","2111332","Group household",11
"Dwellings Location on Census Night","2111332","Visitors only",3
"Dwellings Location on Census Night","2111332","Other non-classifiable",5
"Dwellings Location on Census Night","2111332","Not applicable",3
"Dwellings Location on Census Night","2111401","One family household with only family members present",55
"Dwellings Location on Census Night","2111401","One family household with non-family members present",0
"Dwellings Location on Census Night","2111401","Two family household",0
"Dwellings Location on Census Night","2111401","Three or more family household",0
"Dwellings Location on Census Night","2111401","Lone person household",35
"Dwellings Location on Census Night","2111401","Group household",4
"Dwellings Location on Census Night","2111401","Visitors only",0
"Dwellings Location on Census Night","2111401","Other non-classifiable",6
"Dwellings Location on Census Night","2111401","Not applicable",10
"Dwellings Location on Census Night","2111402","One family household with only family members present",136
"Dwellings Location on Census Night","2111402","One family household with non-family members present",0
"Dwellings Location on Census Night","2111402","Two family household",0
"Dwellings Location on Census Night","2111402","Three or more family household",0
"Dwellings Location on Census Night","2111402","Lone person household",100
"Dwellings Location on Census Night","2111402","Group household",5
"Dwellings Location on Census Night","2111402","Visitors only",3
"Dwellings Location on Census Night","2111402","Other non-classifiable",17
"Dwellings Location on Census Night","2111402","Not applicable",31
"Dwellings Location on Census Night","2111403","One family household with only family members present",91
"Dwellings Location on Census Night","2111403","One family household with non-family members present",3
"Dwellings Location on Census Night","2111403","Two family household",3
"Dwellings Location on Census Night","2111403","Three or more family household",0
"Dwellings Location on Census Night","2111403","Lone person household",49
"Dwellings Location on Census Night","2111403","Group household",9
"Dwellings Location on Census Night","2111403","Visitors only",0
"Dwellings Location on Census Night","2111403","Other non-classifiable",14
"Dwellings Location on Census Night","2111403","Not applicable",23
"Dwellings Location on Census Night","2111404","One family household with only family members present",103
"Dwellings Location on Census Night","2111404","One family household with non-family members present",0
"Dwellings Location on Census Night","2111404","Two family household",3
"Dwellings Location on Census Night","2111404","Three or more family household",0
"Dwellings Location on Census Night","2111404","Lone person household",59
"Dwellings Location on Census Night","2111404","Group household",4
"Dwellings Location on Census Night","2111404","Visitors only",0
"Dwellings Location on Census Night","2111404","Other non-classifiable",10
"Dwellings Location on Census Night","2111404","Not applicable",19
"Dwellings Location on Census Night","2111405","One family household with only family members present",85
"Dwellings Location on Census Night","2111405","One family household with non-family members present",0
"Dwellings Location on Census Night","2111405","Two family household",0
"Dwellings Location on Census Night","2111405","Three or more family household",0
"Dwellings Location on Census Night","2111405","Lone person household",54
"Dwellings Location on Census Night","2111405","Group household",7
"Dwellings Location on Census Night","2111405","Visitors only",0
"Dwellings Location on Census Night","2111405","Other non-classifiable",13
"Dwellings Location on Census Night","2111405","Not applicable",15
"Dwellings Location on Census Night","2111406","One family household with only family members present",140
"Dwellings Location on Census Night","2111406","One family household with non-family members present",3
"Dwellings Location on Census Night","2111406","Two family household",0
"Dwellings Location on Census Night","2111406","Three or more family household",0
"Dwellings Location on Census Night","2111406","Lone person household",37
"Dwellings Location on Census Night","2111406","Group household",5
"Dwellings Location on Census Night","2111406","Visitors only",0
"Dwellings Location on Census Night","2111406","Other non-classifiable",4
"Dwellings Location on Census Night","2111406","Not applicable",11
"Dwellings Location on Census Night","2111407","One family household with only family members present",158
"Dwellings Location on Census Night","2111407","One family household with non-family members present",0
"Dwellings Location on Census Night","2111407","Two family household",0
"Dwellings Location on Census Night","2111407","Three or more family household",0
"Dwellings Location on Census Night","2111407","Lone person household",57
"Dwellings Location on Census Night","2111407","Group household",0
"Dwellings Location on Census Night","2111407","Visitors only",3
"Dwellings Location on Census Night","2111407","Other non-classifiable",9
"Dwellings Location on Census Night","2111407","Not applicable",15
"Dwellings Location on Census Night","2111408","One family household with only family members present",109
"Dwellings Location on Census Night","2111408","One family household with non-family members present",6
"Dwellings Location on Census Night","2111408","Two family household",0
"Dwellings Location on Census Night","2111408","Three or more family household",0
"Dwellings Location on Census Night","2111408","Lone person household",39
"Dwellings Location on Census Night","2111408","Group household",0
"Dwellings Location on Census Night","2111408","Visitors only",0
"Dwellings Location on Census Night","2111408","Other non-classifiable",3
"Dwellings Location on Census Night","2111408","Not applicable",10
"Dwellings Location on Census Night","2111409","One family household with only family members present",154
"Dwellings Location on Census Night","2111409","One family household with non-family members present",0
"Dwellings Location on Census Night","2111409","Two family household",0
"Dwellings Location on Census Night","2111409","Three or more family household",0
"Dwellings Location on Census Night","2111409","Lone person household",45
"Dwellings Location on Census Night","2111409","Group household",0
"Dwellings Location on Census Night","2111409","Visitors only",0
"Dwellings Location on Census Night","2111409","Other non-classifiable",10
"Dwellings Location on Census Night","2111409","Not applicable",23
"Dwellings Location on Census Night","2111410","One family household with only family members present",154
"Dwellings Location on Census Night","2111410","One family household with non-family members present",0
"Dwellings Location on Census Night","2111410","Two family household",4
"Dwellings Location on Census Night","2111410","Three or more family household",0
"Dwellings Location on Census Night","2111410","Lone person household",47
"Dwellings Location on Census Night","2111410","Group household",4
"Dwellings Location on Census Night","2111410","Visitors only",0
"Dwellings Location on Census Night","2111410","Other non-classifiable",9
"Dwellings Location on Census Night","2111410","Not applicable",15
"Dwellings Location on Census Night","2111411","One family household with only family members present",78
"Dwellings Location on Census Night","2111411","One family household with non-family members present",4
"Dwellings Location on Census Night","2111411","Two family household",0
"Dwellings Location on Census Night","2111411","Three or more family household",0
"Dwellings Location on Census Night","2111411","Lone person household",21
"Dwellings Location on Census Night","2111411","Group household",0
"Dwellings Location on Census Night","2111411","Visitors only",0
"Dwellings Location on Census Night","2111411","Other non-classifiable",4
"Dwellings Location on Census Night","2111411","Not applicable",14
"Dwellings Location on Census Night","2111412","One family household with only family members present",95
"Dwellings Location on Census Night","2111412","One family household with non-family members present",3
"Dwellings Location on Census Night","2111412","Two family household",0
"Dwellings Location on Census Night","2111412","Three or more family household",0
"Dwellings Location on Census Night","2111412","Lone person household",23
"Dwellings Location on Census Night","2111412","Group household",4
"Dwellings Location on Census Night","2111412","Visitors only",0
"Dwellings Location on Census Night","2111412","Other non-classifiable",0
"Dwellings Location on Census Night","2111412","Not applicable",18
"Dwellings Location on Census Night","2111413","One family household with only family members present",162
"Dwellings Location on Census Night","2111413","One family household with non-family members present",3
"Dwellings Location on Census Night","2111413","Two family household",7
"Dwellings Location on Census Night","2111413","Three or more family household",0
"Dwellings Location on Census Night","2111413","Lone person household",52
"Dwellings Location on Census Night","2111413","Group household",5
"Dwellings Location on Census Night","2111413","Visitors only",3
"Dwellings Location on Census Night","2111413","Other non-classifiable",18
"Dwellings Location on Census Night","2111413","Not applicable",16
"Dwellings Location on Census Night","2111414","One family household with only family members present",146
"Dwellings Location on Census Night","2111414","One family household with non-family members present",0
"Dwellings Location on Census Night","2111414","Two family household",0
"Dwellings Location on Census Night","2111414","Three or more family household",0
"Dwellings Location on Census Night","2111414","Lone person household",18
"Dwellings Location on Census Night","2111414","Group household",3
"Dwellings Location on Census Night","2111414","Visitors only",0
"Dwellings Location on Census Night","2111414","Other non-classifiable",12
"Dwellings Location on Census Night","2111414","Not applicable",8
"Dwellings Location on Census Night","2111415","One family household with only family members present",56
"Dwellings Location on Census Night","2111415","One family household with non-family members present",4
"Dwellings Location on Census Night","2111415","Two family household",0
"Dwellings Location on Census Night","2111415","Three or more family household",0
"Dwellings Location on Census Night","2111415","Lone person household",23
"Dwellings Location on Census Night","2111415","Group household",7
"Dwellings Location on Census Night","2111415","Visitors only",0
"Dwellings Location on Census Night","2111415","Other non-classifiable",7
"Dwellings Location on Census Night","2111415","Not applicable",13
"Dwellings Location on Census Night","2111416","One family household with only family members present",99
"Dwellings Location on Census Night","2111416","One family household with non-family members present",0
"Dwellings Location on Census Night","2111416","Two family household",4
"Dwellings Location on Census Night","2111416","Three or more family household",0
"Dwellings Location on Census Night","2111416","Lone person household",11
"Dwellings Location on Census Night","2111416","Group household",0
"Dwellings Location on Census Night","2111416","Visitors only",0
"Dwellings Location on Census Night","2111416","Other non-classifiable",6
"Dwellings Location on Census Night","2111416","Not applicable",9
"Dwellings Location on Census Night","2111417","One family household with only family members present",111
"Dwellings Location on Census Night","2111417","One family household with non-family members present",0
"Dwellings Location on Census Night","2111417","Two family household",0
"Dwellings Location on Census Night","2111417","Three or more family household",0
"Dwellings Location on Census Night","2111417","Lone person household",20
"Dwellings Location on Census Night","2111417","Group household",3
"Dwellings Location on Census Night","2111417","Visitors only",0
"Dwellings Location on Census Night","2111417","Other non-classifiable",0
"Dwellings Location on Census Night","2111417","Not applicable",6
"Dwellings Location on Census Night","2111418","One family household with only family members present",110
"Dwellings Location on Census Night","2111418","One family household with non-family members present",0
"Dwellings Location on Census Night","2111418","Two family household",0
"Dwellings Location on Census Night","2111418","Three or more family household",0
"Dwellings Location on Census Night","2111418","Lone person household",28
"Dwellings Location on Census Night","2111418","Group household",8
"Dwellings Location on Census Night","2111418","Visitors only",0
"Dwellings Location on Census Night","2111418","Other non-classifiable",3
"Dwellings Location on Census Night","2111418","Not applicable",7
"Dwellings Location on Census Night","2111419","One family household with only family members present",75
"Dwellings Location on Census Night","2111419","One family household with non-family members present",3
"Dwellings Location on Census Night","2111419","Two family household",0
"Dwellings Location on Census Night","2111419","Three or more family household",0
"Dwellings Location on Census Night","2111419","Lone person household",29
"Dwellings Location on Census Night","2111419","Group household",0
"Dwellings Location on Census Night","2111419","Visitors only",0
"Dwellings Location on Census Night","2111419","Other non-classifiable",3
"Dwellings Location on Census Night","2111419","Not applicable",12
"Dwellings Location on Census Night","2111420","One family household with only family members present",94
"Dwellings Location on Census Night","2111420","One family household with non-family members present",0
"Dwellings Location on Census Night","2111420","Two family household",3
"Dwellings Location on Census Night","2111420","Three or more family household",0
"Dwellings Location on Census Night","2111420","Lone person household",9
"Dwellings Location on Census Night","2111420","Group household",0
"Dwellings Location on Census Night","2111420","Visitors only",0
"Dwellings Location on Census Night","2111420","Other non-classifiable",0
"Dwellings Location on Census Night","2111420","Not applicable",3
"Dwellings Location on Census Night","2111421","One family household with only family members present",126
"Dwellings Location on Census Night","2111421","One family household with non-family members present",6
"Dwellings Location on Census Night","2111421","Two family household",0
"Dwellings Location on Census Night","2111421","Three or more family household",0
"Dwellings Location on Census Night","2111421","Lone person household",36
"Dwellings Location on Census Night","2111421","Group household",6
"Dwellings Location on Census Night","2111421","Visitors only",0
"Dwellings Location on Census Night","2111421","Other non-classifiable",4
"Dwellings Location on Census Night","2111421","Not applicable",16
"Dwellings Location on Census Night","2111422","One family household with only family members present",79
"Dwellings Location on Census Night","2111422","One family household with non-family members present",0
"Dwellings Location on Census Night","2111422","Two family household",3
"Dwellings Location on Census Night","2111422","Three or more family household",0
"Dwellings Location on Census Night","2111422","Lone person household",20
"Dwellings Location on Census Night","2111422","Group household",0
"Dwellings Location on Census Night","2111422","Visitors only",0
"Dwellings Location on Census Night","2111422","Other non-classifiable",6
"Dwellings Location on Census Night","2111422","Not applicable",9
"Dwellings Location on Census Night","2111423","One family household with only family members present",106
"Dwellings Location on Census Night","2111423","One family household with non-family members present",3
"Dwellings Location on Census Night","2111423","Two family household",0
"Dwellings Location on Census Night","2111423","Three or more family household",0
"Dwellings Location on Census Night","2111423","Lone person household",53
"Dwellings Location on Census Night","2111423","Group household",11
"Dwellings Location on Census Night","2111423","Visitors only",5
"Dwellings Location on Census Night","2111423","Other non-classifiable",6
"Dwellings Location on Census Night","2111423","Not applicable",12
"Dwellings Location on Census Night","2111424","One family household with only family members present",85
"Dwellings Location on Census Night","2111424","One family household with non-family members present",0
"Dwellings Location on Census Night","2111424","Two family household",0
"Dwellings Location on Census Night","2111424","Three or more family household",0
"Dwellings Location on Census Night","2111424","Lone person household",33
"Dwellings Location on Census Night","2111424","Group household",3
"Dwellings Location on Census Night","2111424","Visitors only",0
"Dwellings Location on Census Night","2111424","Other non-classifiable",9
"Dwellings Location on Census Night","2111424","Not applicable",19
"Dwellings Location on Census Night","2111425","One family household with only family members present",133
"Dwellings Location on Census Night","2111425","One family household with non-family members present",4
"Dwellings Location on Census Night","2111425","Two family household",0
"Dwellings Location on Census Night","2111425","Three or more family household",0
"Dwellings Location on Census Night","2111425","Lone person household",24
"Dwellings Location on Census Night","2111425","Group household",4
"Dwellings Location on Census Night","2111425","Visitors only",0
"Dwellings Location on Census Night","2111425","Other non-classifiable",7
"Dwellings Location on Census Night","2111425","Not applicable",6
"Dwellings Location on Census Night","2111426","One family household with only family members present",130
"Dwellings Location on Census Night","2111426","One family household with non-family members present",5
